date,zone,supply_area,day_of_week,time_of_supply,hours_of_supply,population_served,demand_forecast_m3,actual_consumption_m3,price_per_litre,pipe_leakage_m3,complaints_received,rainfall_mm
2023-04-01,Central,Area 5,Saturday,Morning,12,12061,794,788.3400039771807,0.1254243647718484,166,3,10.375202866089442
2023-04-02,Western,Area 1,Sunday,Morning,12,12226,822,818.387502030776,0.12287832676493185,161,5,4.67415553931547
2023-04-03,Central,Area 3,Monday,Afternoon,12,11066,682,706.2037967614382,0.12264197264768484,151,5,6.6955431017131115
2023-04-04,Western,Area 1,Tuesday,Afternoon,12,11979,847,849.6319891229377,0.12063094401050391,152,5,3.702644776437162
2023-04-05,Central,Area 2,Wednesday,Afternoon,12,12743,883,850.6593300521795,0.12727199665314706,162,5,0.0
2023-04-06,Southern,Area 2,Thursday,Afternoon,12,13423,944,985.8015865117176,0.12606490091982964,153,6,5.973278723466977
2023-04-07,Southern,Area 1,Friday,Afternoon,12,12682,748,751.9761173184006,0.12399373647856671,156,4,1.3136998162700042
2023-04-08,Southern,Area 4,Saturday,Afternoon,12,12647,791,772.1268020762286,0.11691313177289961,152,5,4.931326146864615
2023-04-09,Southern,Area 6,Sunday,Afternoon,12,12398,725,759.2283194857224,0.11780915918942401,158,4,4.609687898929824
2023-04-10,Western,Area 5,Monday,Morning,12,11770,653,666.1262838518936,0.1297837393173284,156,2,0.274618507132355
2023-04-11,Southern,Area 1,Tuesday,Morning,12,12030,616,646.2399872145331,0.11984543023926485,158,5,4.861209264169983
2023-04-12,Western,Area 3,Wednesday,Morning,12,12645,477,473.0648853302413,0.1269991730360913,149,4,7.369933912580254
2023-04-13,Southern,Area 3,Thursday,Afternoon,12,12326,573,581.944106716129,0.12629476060102862,153,4,5.714863014217423
2023-04-14,Western,Area 3,Friday,Morning,12,12369,480,487.66683793098696,0.12598920046203246,153,4,11.231453946061984
2023-04-15,Western,Area 5,Saturday,Morning,12,12322,367,358.9386769895706,0.11747613795772906,144,3,7.863135666115035
2023-04-16,Southern,Area 6,Sunday,Morning,12,13141,504,481.64352049068594,0.1265851536640758,147,5,15.869800761488094
2023-04-17,Central,Area 5,Monday,Morning,12,13384,501,508.4338317090019,0.12911582310306646,156,6,8.472602781311199
2023-04-18,Southern,Area 5,Tuesday,Morning,12,11927,404,399.4388655021001,0.12360706603224367,157,3,10.544545688350976
2023-04-19,Southern,Area 3,Wednesday,Morning,12,12598,460,463.9845853486935,0.11696298271206453,152,5,6.551682428981673
2023-04-20,Southern,Area 2,Thursday,Afternoon,12,13397,606,588.217102527402,0.12329711929136626,147,4,9.442948615753176
2023-04-21,Western,Area 1,Friday,Morning,12,11703,473,452.62562509752615,0.12592495924136685,155,6,6.135328722517626
2023-04-22,Central,Area 1,Saturday,Morning,12,12067,442,462.74137833000424,0.11796781617013244,153,5,9.091893509667
2023-04-23,Western,Area 1,Sunday,Morning,12,12128,433,419.6279514706072,0.1262992255312313,149,4,3.1609682311486704
2023-04-24,Western,Area 1,Monday,Afternoon,12,12484,446,466.27143501425513,0.12936692728680127,152,4,0.0
2023-04-25,Central,Area 3,Tuesday,Morning,12,12306,549,529.117333222661,0.11385873514957597,150,5,2.2351686403125584
2023-04-26,Central,Area 2,Wednesday,Morning,12,12835,652,678.5935462538338,0.12445532314854772,146,4,0.0
2023-04-27,Western,Area 6,Thursday,Afternoon,12,12959,660,627.2998643626107,0.12338865948112303,146,5,2.072924473094209
2023-04-28,Western,Area 4,Friday,Morning,12,12058,637,640.7259621429182,0.12786594933932013,144,4,2.260967773624896
2023-04-29,Western,Area 5,Saturday,Morning,12,12557,697,687.887087349091,0.12537882883653276,148,5,3.2921042131348495
2023-04-30,Southern,Area 1,Sunday,Afternoon,12,11812,730,746.4457727830599,0.11983758264373306,143,5,5.048900158543771
2023-05-01,Southern,Area 1,Monday,Morning,12,12689,768,763.2623359070177,0.13554990587959037,139,4,7.140231157093542
2023-05-02,Central,Area 3,Tuesday,Morning,12,13526,965,953.1121875424783,0.12314437779479678,154,6,7.191750964369084
2023-05-03,Central,Area 6,Wednesday,Afternoon,12,12882,763,793.7144572234093,0.12372256446966962,144,6,8.97136141501845
2023-05-04,Western,Area 1,Thursday,Morning,12,12373,798,825.6305286010279,0.11649000971637702,142,5,7.441040337604849
2023-05-05,Central,Area 1,Friday,Morning,12,11827,822,849.5624762255055,0.12406602853447332,139,3,14.549702889848419
2023-05-06,Southern,Area 1,Saturday,Afternoon,12,12921,861,897.678706488533,0.12982971263263127,143,6,6.475306507184675
2023-05-07,Central,Area 6,Sunday,Morning,12,12582,787,811.313642954419,0.12528874140814392,142,3,7.174916729423405
2023-05-08,Southern,Area 3,Monday,Afternoon,12,11841,706,700.4855538901328,0.12280733767740552,149,4,8.101054036370527
2023-05-09,Western,Area 2,Tuesday,Morning,12,12034,631,623.1031650494875,0.12910996955592485,135,6,6.545257597035917
2023-05-10,Southern,Area 5,Wednesday,Morning,12,13126,793,771.5155189938168,0.13338312618375409,154,5,6.958305368579115
2023-05-11,Western,Area 4,Thursday,Afternoon,12,12745,742,714.5714974629326,0.12539477936751112,145,4,8.5245793814416
2023-05-12,Southern,Area 1,Friday,Morning,12,13914,616,628.1230039381339,0.11474501453371747,150,5,4.75876457278114
2023-05-13,Southern,Area 6,Saturday,Morning,12,13057,559,586.1524742630737,0.12442692279042418,152,4,3.419551572698087
2023-05-14,Western,Area 6,Sunday,Morning,12,12141,478,490.4540137776756,0.12439088893497512,149,5,2.200213197502221
2023-05-15,Central,Area 5,Monday,Morning,12,13221,476,456.2728080164757,0.12862640102000955,143,5,1.4095126226203185
2023-05-16,Western,Area 2,Tuesday,Morning,12,12889,352,354.3323479809444,0.12839512323966273,135,5,0.03745375493813887
2023-05-17,Western,Area 4,Wednesday,Afternoon,12,12547,472,463.19568443258584,0.12815601473480676,147,4,2.3600279268819984
2023-05-18,Central,Area 6,Thursday,Afternoon,12,12775,364,378.0268977726418,0.12213389812859686,139,5,7.546748602567004
2023-05-19,Southern,Area 2,Friday,Afternoon,12,13005,427,438.4749699190478,0.12109469727410603,140,5,5.711501140087622
2023-05-20,Southern,Area 5,Saturday,Morning,12,12708,398,407.53283642015015,0.13124742675203793,138,3,4.422999940411403
2023-05-21,Southern,Area 3,Sunday,Afternoon,12,12543,448,466.4658668207564,0.13421932973233544,144,3,7.691185466345171
2023-05-22,Western,Area 3,Monday,Afternoon,12,13056,525,546.559109956862,0.12110450028051878,137,4,5.388200431961611
2023-05-23,Central,Area 4,Tuesday,Afternoon,12,12600,507,528.7027107632672,0.13133704748435746,147,5,8.33662370992526
2023-05-24,Southern,Area 1,Wednesday,Afternoon,12,12123,497,481.10973576891723,0.12539448724301663,144,4,8.646436069464839
2023-05-25,Central,Area 4,Thursday,Afternoon,12,13146,673,698.1920048433723,0.1282372231005573,143,5,12.255349334925716
2023-05-26,Central,Area 4,Friday,Morning,12,12955,623,620.4149532271257,0.12889530440125452,147,4,12.062165833731664
2023-05-27,Southern,Area 6,Saturday,Morning,12,12662,658,626.051417573099,0.12455145667844995,130,3,10.50230757092356
2023-05-28,Central,Area 4,Sunday,Afternoon,12,12298,653,625.956249786379,0.12706585844702972,141,4,10.41549676075074
2023-05-29,Central,Area 2,Monday,Morning,12,12731,812,818.9123787856095,0.12196486734835127,135,3,7.9196524441055764
2023-05-30,Central,Area 6,Tuesday,Afternoon,12,13245,870,845.5849984851944,0.13226628054468,139,5,8.80118043390769
2023-05-31,Western,Area 3,Wednesday,Afternoon,12,13036,894,929.7971128741991,0.12171610794928737,136,5,4.592187506448328
2023-06-01,Southern,Area 3,Thursday,Morning,12,12402,820,832.1016121611686,0.12142283584816885,145,3,1.5946485533545047
2023-06-02,Western,Area 5,Friday,Afternoon,12,12906,871,827.7311985105619,0.12393089182547669,132,3,8.551732539984428
2023-06-03,Western,Area 2,Saturday,Afternoon,12,12593,873,853.2197873408957,0.12397556507279649,132,4,4.054432638516503
2023-06-04,Southern,Area 3,Sunday,Morning,12,12935,924,912.6632937067425,0.13222924207299955,134,4,1.2102248011094643
2023-06-05,Western,Area 5,Monday,Afternoon,12,12836,785,798.0454312330336,0.12716465247442227,138,5,0.0
2023-06-06,Southern,Area 2,Tuesday,Morning,12,12911,831,814.6457691343772,0.11864193934468895,142,3,2.1014547450677856
2023-06-07,Central,Area 1,Wednesday,Morning,12,13074,755,742.8004175277787,0.13183000220698898,137,3,1.82224594277943
2023-06-08,Western,Area 4,Thursday,Morning,12,12676,613,623.6796283271688,0.1259242841369857,137,6,3.7657098967152174
2023-06-09,Western,Area 2,Friday,Morning,12,13543,752,752.6973223174664,0.1283784022267139,132,5,6.507493392441948
2023-06-10,Central,Area 5,Saturday,Afternoon,12,12277,557,579.7191471882669,0.12980685045273496,132,4,7.332132373399961
2023-06-11,Central,Area 3,Sunday,Morning,12,12999,564,554.4221664860348,0.1233003251616013,143,5,8.239078234670998
2023-06-12,Central,Area 6,Monday,Morning,12,12396,547,520.0867542145279,0.13116253534942954,130,5,5.801761296798186
2023-06-13,Western,Area 6,Tuesday,Morning,12,12401,550,545.6567856729729,0.136872152843742,137,3,12.030123062524346
2023-06-14,Central,Area 2,Wednesday,Morning,12,12719,473,487.8764051189146,0.12884115484188316,130,2,11.327894422981531
2023-06-15,Central,Area 1,Thursday,Morning,12,12705,497,474.18350750788187,0.1283007458419449,136,5,11.15367147776741
2023-06-16,Central,Area 5,Friday,Afternoon,12,13115,469,475.1411769295287,0.12810258199485267,125,4,10.402592253911928
2023-06-17,Western,Area 4,Saturday,Afternoon,12,13481,462,479.90081304585215,0.12570245741467415,140,5,8.572471995683134
2023-06-18,Central,Area 1,Sunday,Morning,12,11546,357,352.03313003869874,0.12690969279637293,136,5,9.437865062003553
2023-06-19,Western,Area 3,Monday,Afternoon,12,12406,451,461.0449268414971,0.13099102820838807,131,4,9.943110745998027
2023-06-20,Western,Area 1,Tuesday,Morning,12,12126,422,412.50815566238333,0.12713973344725266,132,5,8.736929354373297
2023-06-21,Central,Area 5,Wednesday,Morning,12,12052,531,511.523723541311,0.1252310985532442,129,5,5.894118778084759
2023-06-22,Western,Area 6,Thursday,Afternoon,12,12363,493,515.9199994379095,0.1317191132562527,133,4,5.826265432140995
2023-06-23,Southern,Area 2,Friday,Morning,12,12954,554,553.2728179172435,0.1306941668859644,126,4,0.6926172222181335
2023-06-24,Central,Area 4,Saturday,Morning,12,12742,588,562.1272963966684,0.13407163827295865,135,6,2.792615368659318
2023-06-25,Central,Area 4,Sunday,Morning,12,12583,607,585.7477764267779,0.121961034307912,134,5,1.5183470266431125
2023-06-26,Western,Area 6,Monday,Afternoon,12,12671,635,646.3649031083847,0.1272061769712592,123,6,1.1354845502354567
2023-06-27,Western,Area 3,Tuesday,Afternoon,12,13069,780,777.6399183543112,0.12967629261258246,133,6,2.766749853752048
2023-06-28,Western,Area 4,Wednesday,Morning,12,12984,829,852.2589883936889,0.1280379034672667,127,5,7.847316357708689
2023-06-29,Central,Area 4,Thursday,Morning,12,13141,823,802.8523950668002,0.12314873698581773,126,5,2.89885413583167
2023-06-30,Western,Area 6,Friday,Afternoon,12,12926,733,735.8385381021676,0.1354653100602516,126,3,0.8718780063978508
2023-07-01,Western,Area 1,Saturday,Afternoon,12,12532,795,821.7732491234392,0.1284151566141648,125,4,8.917132995635574
2023-07-02,Southern,Area 4,Sunday,Afternoon,12,12428,837,861.5235443067938,0.12331203613240276,129,4,8.972284026622201
2023-07-03,Southern,Area 4,Monday,Afternoon,12,12843,888,849.001049740897,0.12501001447014629,120,5,9.225141606962215
2023-07-04,Southern,Area 4,Tuesday,Afternoon,12,13243,858,881.0481694593401,0.12422327712746443,136,4,12.188822647430019
2023-07-05,Southern,Area 2,Wednesday,Morning,12,13035,832,811.5810890316137,0.1302720890616886,123,6,13.055660785126383
2023-07-06,Western,Area 6,Thursday,Morning,12,12552,813,805.0359954278963,0.1303910267820327,133,5,9.348150483020977
2023-07-07,Western,Area 5,Friday,Afternoon,12,13225,822,859.7398951542098,0.12462557776287253,124,4,4.642812773650429
2023-07-08,Western,Area 2,Saturday,Afternoon,12,12818,706,674.7757657484989,0.13378864905495808,114,3,9.139589881099681
2023-07-09,Western,Area 6,Sunday,Afternoon,12,12462,670,669.3073390344833,0.12599633074255595,132,5,9.43694212067241
2023-07-10,Central,Area 5,Monday,Morning,12,13077,559,549.4271778916873,0.1289958878820458,130,6,6.459995837715958
2023-07-11,Western,Area 4,Tuesday,Morning,12,13358,656,643.3319470400252,0.12192627736137962,117,5,4.083502046984179
2023-07-12,Central,Area 5,Wednesday,Afternoon,12,13037,544,569.6113709355371,0.12805784359044153,130,5,2.8158025969930183
2023-07-13,Southern,Area 2,Thursday,Afternoon,12,13227,589,565.0743049799141,0.1281297608941917,126,5,3.540246054959799
2023-07-14,Central,Area 5,Friday,Afternoon,12,12987,464,470.1772824345439,0.12422637811201867,126,4,1.5130128727825154
2023-07-15,Southern,Area 3,Saturday,Morning,12,13526,481,466.1109871212094,0.13024384574402179,133,4,0.0
2023-07-16,Central,Area 6,Sunday,Afternoon,12,13162,433,445.7609719670231,0.1278951422183076,127,5,3.573037205555118
2023-07-17,Western,Area 3,Monday,Afternoon,12,13066,454,458.70187341841,0.12538538951133918,120,5,3.5542552111555175
2023-07-18,Central,Area 4,Tuesday,Afternoon,12,13034,418,400.1196292771649,0.13197582679207803,124,6,2.8877721915942267
2023-07-19,Central,Area 4,Wednesday,Afternoon,12,12626,496,500.7084891658624,0.1313297655409952,126,4,5.628701125600644
2023-07-20,Western,Area 2,Thursday,Afternoon,12,12477,405,386.2041979058374,0.13527066207197627,124,4,5.894629763648764
2023-07-21,Central,Area 1,Friday,Afternoon,12,13208,492,511.25994426106604,0.12550879150850328,120,5,10.033100874320734
2023-07-22,Southern,Area 4,Saturday,Morning,12,12352,546,519.7322599674469,0.13262502200577894,112,4,9.171017564431391
2023-07-23,Southern,Area 3,Sunday,Morning,12,13118,644,671.1653312337254,0.14124766956404908,125,4,8.689878234969113
2023-07-24,Southern,Area 2,Monday,Morning,12,12662,613,604.0229737151865,0.13578808874588277,119,4,10.825291490362277
2023-07-25,Southern,Area 4,Tuesday,Morning,12,13080,728,717.0634440679795,0.14134964033458058,127,3,11.654143333526498
2023-07-26,Southern,Area 4,Wednesday,Morning,12,12801,765,783.5125743412782,0.12813573571978104,123,4,11.47191709340466
2023-07-27,Central,Area 1,Thursday,Morning,12,12320,729,705.4823434651285,0.1336525864245893,124,5,6.45208687593581
2023-07-28,Central,Area 5,Friday,Afternoon,12,13147,690,694.3463568432298,0.1340224027214825,125,5,9.227945009679837
2023-07-29,Southern,Area 3,Saturday,Afternoon,12,12247,725,732.8701996887464,0.12154537613909296,122,4,8.377715025165163
2023-07-30,Western,Area 6,Sunday,Afternoon,12,12492,772,736.0696838110189,0.13262663139835856,109,4,7.462403259404926
2023-07-31,Central,Area 5,Monday,Afternoon,12,12926,799,809.9015213807693,0.11978905268034881,120,5,5.609245464096298
2023-08-01,Southern,Area 1,Tuesday,Morning,12,12524,881,885.5238917772101,0.1340139190556468,121,4,3.2543172433101155
2023-08-02,Southern,Area 1,Wednesday,Morning,12,12104,771,806.2638680672003,0.12404837110507769,118,4,0.549961997694437
2023-08-03,Central,Area 4,Thursday,Morning,12,13199,714,739.3648271956762,0.13178067372703267,125,4,3.7984792034091255
2023-08-04,Central,Area 2,Friday,Afternoon,12,12762,865,855.6709278615481,0.13318109940792433,129,4,2.578543205626727
2023-08-05,Central,Area 4,Saturday,Afternoon,12,13353,795,796.1662546065153,0.13023586798137096,117,5,3.184828858538946
2023-08-06,Southern,Area 1,Sunday,Afternoon,12,13342,723,723.5987121337163,0.13181455393008823,115,2,3.570604194907469
2023-08-07,Western,Area 4,Monday,Morning,12,13523,803,827.0362996749993,0.1275539733390421,120,7,8.192913551509276
2023-08-08,Western,Area 6,Tuesday,Morning,12,13795,692,706.1400460483414,0.13296434046035724,116,5,6.916551443900477
2023-08-09,Southern,Area 3,Wednesday,Morning,12,13495,718,721.284212591918,0.1320790812141979,122,6,6.8292612879873555
2023-08-10,Western,Area 2,Thursday,Morning,12,13879,623,612.5296337259676,0.12810531542260098,107,3,8.939168635921037
2023-08-11,Central,Area 4,Friday,Morning,12,12136,529,542.7845531045705,0.12877374052200202,127,6,7.168983772107537
2023-08-12,Central,Area 3,Saturday,Morning,12,13144,450,442.8646580663755,0.12598288424782997,121,3,9.732797713612005
2023-08-13,Southern,Area 4,Sunday,Morning,12,13376,706,710.4264442860937,0.13000118570070546,127,3,9.563905386609765
2023-08-14,Central,Area 6,Monday,Morning,12,13458,486,501.27077943383455,0.13126004976351574,123,6,12.596210718983883
2023-08-15,Central,Area 6,Tuesday,Morning,12,13054,472,487.0130974130971,0.1322299432818502,115,5,13.45308541027563
2023-08-16,Central,Area 5,Wednesday,Afternoon,12,13513,465,447.6927863641672,0.12845028152012045,107,3,12.321777145016135
2023-08-17,Western,Area 4,Thursday,Afternoon,12,12278,476,496.10879966319305,0.13145334332351047,123,4,7.943014926064604
2023-08-18,Western,Area 1,Friday,Morning,12,12987,424,415.8488994614084,0.12829681347284597,114,3,7.741809272281851
2023-08-19,Central,Area 5,Saturday,Afternoon,12,12308,380,393.25671320755634,0.13496549499324012,122,6,8.535939399054675
2023-08-20,Western,Area 4,Sunday,Afternoon,12,13385,621,618.7604054963074,0.13481139452972218,117,5,5.056148829059958
2023-08-21,Central,Area 4,Monday,Morning,12,12195,600,585.327064793997,0.1338026191534171,117,8,4.584338060809333
2023-08-22,Western,Area 6,Tuesday,Morning,12,13745,560,536.6224153462325,0.12974729622267364,113,3,0.17041682516626588
2023-08-23,Western,Area 4,Wednesday,Afternoon,12,13263,568,588.9421365461709,0.13354807438762736,119,5,0.7817752609030274
2023-08-24,Western,Area 6,Thursday,Morning,12,12869,579,561.0141906346214,0.12572098908355445,115,4,0.0
2023-08-25,Western,Area 6,Friday,Morning,12,13336,771,804.2779300754635,0.13214568260745238,116,4,0.8687364216201755
2023-08-26,Central,Area 4,Saturday,Morning,12,13705,813,806.5240366079422,0.13528910873281394,106,5,5.126903974367974
2023-08-27,Southern,Area 6,Sunday,Afternoon,12,12622,682,670.8349609180146,0.12775332417231028,114,5,2.044982596232289
2023-08-28,Western,Area 2,Monday,Afternoon,12,12613,652,676.6966703395012,0.13957897603174113,116,6,5.056744588466435
2023-08-29,Southern,Area 4,Tuesday,Morning,12,12802,815,790.8006038380009,0.1316455895652911,117,7,6.903783364221127
2023-08-30,Central,Area 1,Wednesday,Morning,12,12995,871,878.4051883843215,0.13293483184499813,111,6,7.336767919276225
2023-08-31,Western,Area 1,Thursday,Afternoon,12,13136,927,943.9559521882798,0.13468388182311242,113,5,9.913961976424218
2023-09-01,Western,Area 1,Friday,Afternoon,12,13729,933,887.1103624692097,0.13648891745227623,107,4,9.150885309857333
2023-09-02,Central,Area 6,Saturday,Afternoon,12,12819,875,875.5313042860872,0.131168123451592,123,4,11.63032731517687
2023-09-03,Southern,Area 4,Sunday,Afternoon,12,13715,845,866.3187655357682,0.13582143572335806,106,6,10.912463337171724
2023-09-04,Southern,Area 3,Monday,Afternoon,12,12903,760,726.3260365501807,0.13558628646927864,118,4,10.493987055618101
2023-09-05,Central,Area 1,Tuesday,Afternoon,12,13444,807,819.5125591718439,0.12349501738361382,117,2,11.071998369096704
2023-09-06,Southern,Area 4,Wednesday,Morning,12,12970,678,664.6148126965428,0.13025564245404406,113,5,7.393411322882061
2023-09-07,Southern,Area 5,Thursday,Morning,12,13489,682,668.0462786552254,0.13227815646279303,114,5,9.002393469331798
2023-09-08,Central,Area 2,Friday,Afternoon,12,13524,692,717.8258964751717,0.13250685613705526,110,4,5.982951251087032
2023-09-09,Southern,Area 5,Saturday,Morning,12,13031,624,626.5007026877925,0.12880165810400107,105,3,3.978028085757934
2023-09-10,Central,Area 1,Sunday,Morning,12,13503,604,592.1149487547804,0.12875479264582868,111,5,2.1613939292440123
2023-09-11,Southern,Area 3,Monday,Morning,12,14099,643,646.8683821135627,0.13554745610597677,104,5,3.080082585760007
2023-09-12,Western,Area 1,Tuesday,Afternoon,12,13899,552,561.7899282809474,0.12674885463244998,107,5,0.0
2023-09-13,Southern,Area 5,Wednesday,Afternoon,12,12539,461,458.71314784123695,0.13519435152934264,111,7,2.2396246856120228
2023-09-14,Southern,Area 6,Thursday,Morning,12,12784,468,453.4450062812719,0.13619347609288038,111,4,0.14786320279783194
2023-09-15,Southern,Area 4,Friday,Morning,12,13121,513,530.8225536222554,0.13038232691659585,108,4,5.192425689851067
2023-09-16,Western,Area 2,Saturday,Afternoon,12,12464,493,493.3549703919103,0.1369867691270414,113,6,2.33722445909509
2023-09-17,Central,Area 6,Sunday,Afternoon,12,13782,484,477.1095004763659,0.13058475343984152,109,3,6.71675055339319
2023-09-18,Southern,Area 1,Monday,Morning,12,14192,543,533.7464436066292,0.13655663010564636,120,3,8.019112240422027
2023-09-19,Western,Area 5,Tuesday,Afternoon,12,13345,512,536.8683317966359,0.1268448382270365,110,4,6.39927174419735
2023-09-20,Southern,Area 1,Wednesday,Afternoon,12,12684,503,526.6335257484802,0.13164965598310116,112,5,12.084187750677232
2023-09-21,Central,Area 5,Thursday,Morning,12,12726,495,495.9066456811546,0.14269176690738505,103,4,10.459034538439143
2023-09-22,Southern,Area 6,Friday,Morning,12,13595,551,556.1752178144217,0.13214230190898762,96,4,10.681093538228504
2023-09-23,Western,Area 6,Saturday,Afternoon,12,13010,654,636.2282491180641,0.1273082119967592,100,5,7.442625489400376
2023-09-24,Central,Area 3,Sunday,Morning,12,13177,738,718.6761103386018,0.13480826817448355,102,4,6.417055861780453
2023-09-25,Southern,Area 3,Monday,Morning,12,12823,787,782.3824307747673,0.13665999637325604,113,5,8.62150117364811
2023-09-26,Southern,Area 4,Tuesday,Morning,12,14427,884,883.2978106611765,0.13479947793746894,105,4,11.094056346868651
2023-09-27,Southern,Area 6,Wednesday,Morning,12,13798,855,838.4725143766218,0.1325831138345757,107,6,8.386416227902759
2023-09-28,Southern,Area 5,Thursday,Afternoon,12,13040,937,899.9901703848942,0.1434466803611656,104,5,4.713480459676301
2023-09-29,Central,Area 5,Friday,Morning,12,13781,865,907.0416606010605,0.1384226155979519,107,5,3.12175636073612
2023-09-30,Central,Area 4,Saturday,Afternoon,12,12959,816,796.4832126010817,0.13450566062837158,100,5,5.245849031569505
2023-10-01,Western,Area 2,Sunday,Afternoon,12,13934,832,825.454422680201,0.1359100732951573,98,4,4.560032072298208
2023-10-02,Western,Area 5,Monday,Afternoon,12,13294,802,780.7004323014799,0.13140942897388028,104,6,0.0
2023-10-03,Southern,Area 3,Tuesday,Morning,12,13849,947,959.4919580128598,0.13412509508268766,94,3,0.0
2023-10-04,Central,Area 6,Wednesday,Morning,12,12292,771,794.1497953691346,0.13555836269951935,110,5,0.3150783411311815
2023-10-05,Southern,Area 3,Thursday,Afternoon,12,14466,916,957.6564001170902,0.13414286859485688,105,5,2.947276835554703
2023-10-06,Central,Area 6,Friday,Morning,12,13916,825,801.6654167769027,0.1302648845394275,109,5,5.2502384124946415
2023-10-07,Southern,Area 3,Saturday,Afternoon,12,13092,811,775.6111273085016,0.13738679519928962,102,5,7.7933410344557466
2023-10-08,Central,Area 2,Sunday,Morning,12,14399,785,803.5834781519095,0.12510432429910714,100,5,6.9393812032456985
2023-10-09,Western,Area 3,Monday,Afternoon,12,13290,684,673.7387734234313,0.13781495398939672,103,4,7.439176382522223
2023-10-10,Southern,Area 5,Tuesday,Morning,12,13592,574,550.8607222770104,0.129622373066032,104,4,9.845329143326254
2023-10-11,Central,Area 6,Wednesday,Morning,12,13207,542,564.7056315745857,0.1278675832057021,108,3,10.615693255707553
2023-10-12,Central,Area 3,Thursday,Morning,12,13588,552,557.7744812153459,0.1388052963132565,104,5,12.525394117265023
2023-10-13,Central,Area 6,Friday,Morning,12,13175,545,560.5078397247497,0.13188863789063232,102,6,8.288224791197031
2023-10-14,Southern,Area 2,Saturday,Afternoon,12,13565,506,489.2074848060518,0.13544137160542308,99,3,6.602475170476797
2023-10-15,Southern,Area 5,Sunday,Morning,12,13729,524,532.5154143075351,0.1308321609409617,113,5,11.07447922453499
2023-10-16,Central,Area 5,Monday,Morning,12,13411,488,497.4022629212085,0.13236312966496327,109,4,8.930514075793937
2023-10-17,Western,Area 4,Tuesday,Afternoon,12,12661,424,420.47231347598444,0.12536289883080082,98,3,4.582159467479771
2023-10-18,Western,Area 4,Wednesday,Afternoon,12,13401,541,553.4487442688871,0.1351897763503799,104,8,9.292541401178994
2023-10-19,Southern,Area 4,Thursday,Morning,12,13400,523,511.66842000757003,0.1345568940685173,98,4,5.479197182199177
2023-10-20,Southern,Area 3,Friday,Morning,12,13851,565,556.1257111640098,0.13820849530155932,106,4,0.47061044035794275
2023-10-21,Southern,Area 1,Saturday,Morning,12,14003,604,579.5651121340666,0.13821698121643672,109,4,0.8447034975323242
2023-10-22,Central,Area 2,Sunday,Afternoon,12,13456,668,679.5794899656998,0.13722088471344512,97,6,0.40012984498816384
2023-10-23,Southern,Area 2,Monday,Afternoon,12,12792,589,596.1485470272977,0.12767883432373145,110,4,3.4796450769898497
2023-10-24,Central,Area 4,Tuesday,Afternoon,12,13243,738,772.5997651533278,0.13394928601043693,95,3,1.6116935915023725
2023-10-25,Southern,Area 6,Wednesday,Morning,12,13206,750,730.3277054045468,0.12992098416976033,98,6,1.187038801391213
2023-10-26,Central,Area 1,Thursday,Morning,12,13110,738,769.9591001197246,0.14062246609156526,97,5,5.163652943724548
2023-10-27,Southern,Area 3,Friday,Morning,12,12597,792,817.4187327008759,0.12888497642294355,107,6,6.210510697165516
2023-10-28,Central,Area 4,Saturday,Afternoon,12,12671,834,867.5952914256827,0.13251372588200744,108,5,5.005624983768798
2023-10-29,Southern,Area 3,Sunday,Afternoon,12,13616,853,835.9857054198751,0.13014273424338568,95,4,8.084368093546807
2023-10-30,Western,Area 6,Monday,Morning,12,14727,908,917.7891749634852,0.13942238425282963,95,4,9.14646829529553
2023-10-31,Western,Area 6,Tuesday,Morning,12,12830,851,835.0606485152275,0.12698316428835277,97,3,12.827255283815044
2023-11-01,Western,Area 6,Wednesday,Afternoon,12,13814,868,843.3703290652434,0.1312388843467267,109,3,7.827395117809459
2023-11-02,Western,Area 3,Thursday,Afternoon,12,13183,866,857.8443362284738,0.12927022823182774,107,5,9.350465334268044
2023-11-03,Central,Area 6,Friday,Morning,12,13255,816,838.6585055748532,0.13166517189027424,101,4,6.289921288916057
2023-11-04,Western,Area 2,Saturday,Afternoon,12,13349,794,824.2645863597274,0.14071452748486457,103,5,11.033265635969206
2023-11-05,Western,Area 4,Sunday,Morning,12,13401,744,730.3516730330174,0.1347954470956307,109,5,8.281533946871935
2023-11-06,Central,Area 3,Monday,Morning,12,13104,742,724.1742332568368,0.1339858147558331,90,7,8.827956329821074
2023-11-07,Western,Area 5,Tuesday,Afternoon,12,13430,705,697.4963820872997,0.1369288108018421,91,5,7.0877528588231895
2023-11-08,Western,Area 2,Wednesday,Afternoon,12,13519,655,652.0583985339772,0.12993416337260036,91,4,6.861052065752937
2023-11-09,Western,Area 2,Thursday,Morning,12,14370,652,660.05720993581,0.1338486085370282,103,4,4.34060106507746
2023-11-10,Central,Area 2,Friday,Afternoon,12,13841,674,687.5742022826308,0.13335021778954606,94,4,5.365291101477213
2023-11-11,Central,Area 4,Saturday,Morning,12,13370,460,471.2316298685882,0.14462348432549982,93,5,3.444808036598724
2023-11-12,Central,Area 4,Sunday,Afternoon,12,13392,572,566.0754656913823,0.1335130053148437,90,5,0.504526547992945
2023-11-13,Western,Area 5,Monday,Afternoon,12,14333,469,466.43355146599737,0.13403247164702609,99,5,1.80081836056105
